,Unnamed: 0,games_played,is_home,avg_points,goals_for,goals_against,avg_goals,margin,goal_diff,win_percentage,sos,opp_is_home,opp_avg_points,opp_avg_goals,opp_margin,opp_goal_diff,opp_win_percentage,opp_opp_record,current_team_home_possession,current_team_away_possession,current_team_home_attacks,current_team_away_attacks,current_team_home_dangerous_attacks,current_team_away_dangerous_attacks,current_team_home_yellow_card,current_team_away_yellow_card,current_team_home_corner_kicks,current_team_away_corner_kicks,current_team_home_shots_on_target,current_team_away_shots_on_target,current_team_home_shots_total,current_team_away_shots_total,current_team_home_ball_safe,current_team_away_ball_safe,current_team_home_played,current_team_away_played,current_team_home_possession.1,current_team_away_possession.1,current_team_home_attacks.1,current_opp_away_attacks,current_opp_home_dangerous_attacks,current_opp_away_dangerous_attacks,current_opp_home_yellow_card,current_opp_away_yellow_card,current_opp_home_corner_kicks,current_opp_away_corner_kicks,current_opp_home_shots_on_target,current_opp_away_shots_on_target,current_opp_home_shots_total,current_opp_away_shots_total,current_opp_home_ball_safe,current_opp_away_ball_safe,current_opp_home_played,current_opp_away_played,e_f_dangerous_attacks,e_f_shots_total,e_f_shots_on_target,e_f_ball_safe,e_f_possession,e_f_attacks,opp_e_f_dangerous_attacks,opp_e_f_shots_total,opp_e_f_shots_on_target,opp_e_f_ball_safe,opp_e_f_possession,opp_e_f_attacks,prev_opp_e_f_dangerous_attacks,prev_opp_e_f_shots_total,prev_opp_e_f_shots_on_target,prev_opp_e_f_ball_safe,prev_opp_e_f_possession,prev_opp_e_f_attacks,opp_opp_e_f_dangerous_attacks,opp_opp_e_f_shots_total,opp_opp_e_f_shots_on_target,opp_opp_e_f_ball_safe,opp_opp_e_f_possession,opp_opp_e_f_attacks
334,334,14,1,1,2,2,1,0,2,0.515151515152,1.227786784,0,1,1,0,0,0.529411764706,0.578125,50.6666666667,43.4,107.8,97.8,57.6666666667,39.6,1.875,1.33333333333,7.0,4.8,5.83333333333,3.0,10.5,8.6,92.5,103.8,8.0,6.0,50.6666666667,43.4,107.8,114.75,59.0,52.25,1.2,1.66666666667,8.0,3.875,6.33333333333,4.625,12.0,8.625,91.0,112.125,5.0,9.0,49.4545454545,9.63636363636,4.54545454545,97.6363636364,47.3636363636,102.8,54.0909090909,9.54545454545,5.09090909091,106.363636364,48.1818181818,113.636363636,48.4615384615,7.84615384615,4.15384615385,97.3846153846,49.1538461538,98.0,47.0833333333,7.83333333333,4.08333333333,92.6666666667,51.5833333333,99.5833333333
335,335,15,0,1,3,2,1,0,3,0.542857142857,1.42441823926,1,1,1,0,2,0.634146341463,0.615384615385,50.7142857143,43.4,105.833333333,97.8,57.7142857143,39.6,1.77777777778,1.33333333333,7.0,4.8,6.0,3.0,11.0,8.6,92.4285714286,103.8,9.0,6.0,50.7142857143,43.4,105.833333333,93.8571428571,53.1111111111,51.4285714286,1.875,1.44444444444,5.33333333333,5.0,6.22222222222,4.0,11.8888888889,8.85714285714,90.4444444444,89.8571428571,9.0,9.0,50.1666666667,10.0,4.75,97.1666666667,47.6666666667,102.181818182,52.375,10.5625,5.25,90.1875,51.25,96.8125,53.6153846154,9.23076923077,4.76923076923,103.538461538,48.7692307692,109.846153846,37.9333333333,8.0,4.0,78.6,49.2,82.9285714286
336,336,15,1,1,3,2,1,0,3,0.542857142857,0.926915052161,0,1,1,-1,-2,0.38,0.524691358025,50.7142857143,43.4,105.833333333,97.8,57.7142857143,39.6,1.77777777778,1.33333333333,7.0,4.8,6.0,3.0,11.0,8.6,92.4285714286,103.8,9.0,6.0,50.7142857143,43.4,105.833333333,93.2857142857,48.625,44.7142857143,1.25,0.666666666667,5.125,5.28571428571,5.125,4.42857142857,10.5,9.28571428571,83.75,93.5714285714,8.0,9.0,50.1666666667,10.0,4.75,97.1666666667,47.6666666667,102.181818182,46.8,9.93333333333,4.8,88.3333333333,49.5333333333,92.9333333333,53.6153846154,9.23076923077,4.76923076923,103.538461538,48.7692307692,109.846153846,51.2,9.33333333333,4.66666666667,94.6666666667,49.0,104.066666667
337,337,17,0,1,0,0,1,-1,-1,0.512658227848,1.04986029721,1,1,1,0,3,0.441176470588,0.477011494253,51.25,43.0,107.571428571,94.5,56.375,38.6666666667,1.77777777778,1.42857142857,7.0,4.83333333333,5.5,2.5,10.375,7.33333333333,96.0,102.166666667,10.0,7.0,51.25,43.0,107.571428571,110.666666667,78.1428571429,56.3333333333,1.11111111111,2.4,6.14285714286,5.0,6.57142857143,4.11111111111,13.0,7.11111111111,108.285714286,96.2222222222,9.0,10.0,48.7857142857,9.07142857143,4.21428571429,98.6428571429,47.7142857143,101.538461538,65.875,9.6875,5.1875,101.5,50.8125,120.1875,46.3125,10.0625,4.8125,89.1875,49.25,93.0625,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824
338,338,17,0,1,0,0,1,-1,-1,0.512658227848,1.14632532219,1,1,1,-1,-4,0.488888888889,0.692771084337,51.25,43.0,107.571428571,94.5,56.375,38.6666666667,1.77777777778,1.42857142857,7.0,4.83333333333,5.5,2.5,10.375,7.33333333333,96.0,102.166666667,10.0,7.0,51.25,43.0,107.571428571,95.0,50.2222222222,46.875,1.4,1.55555555556,5.22222222222,3.75,6.55555555556,5.0,11.4444444444,8.75,90.8888888889,90.875,10.0,9.0,48.7857142857,9.07142857143,4.21428571429,98.6428571429,47.7142857143,101.538461538,48.6470588235,10.1764705882,5.82352941176,90.8823529412,49.4705882353,95.2941176471,46.3125,10.0625,4.8125,89.1875,49.25,93.0625,46.9375,9.3125,5.4375,88.5,51.3125,93.1875
339,339,19,1,1,2,2,1,-1,-3,0.488636363636,1.01130367803,0,1,1,-1,-9,0.422222222222,0.576086956522,51.25,45.375,107.571428571,89.75,56.375,37.625,1.77777777778,1.55555555556,7.0,4.5,5.5,2.75,10.375,7.125,96.0,98.625,10.0,9.0,51.25,45.375,107.571428571,104.6,63.7142857143,55.0,1.22222222222,1.6,5.85714285714,4.0,5.14285714286,5.1,10.7142857143,9.7,89.8571428571,90.1,9.0,10.0,47.0,8.75,4.125,97.3125,48.3125,98.0666666667,58.5882352941,10.1176470588,5.11764705882,90.0,49.5882352941,109.176470588,47.5789473684,9.89473684211,5.57894736842,89.8421052632,49.2105263158,93.9473684211,39.4444444444,8.33333333333,4.0,79.2777777778,49.1666666667,84.9411764706
340,340,20,1,1,3,1,1,-1,-1,0.510869565217,0.929311721004,0,1,1,-1,-3,0.376404494382,0.603448275862,51.7777777778,45.375,106.25,89.75,54.8888888889,37.625,1.7,1.55555555556,6.77777777778,4.5,5.44444444444,2.75,10.4444444444,7.125,95.5555555556,98.625,11.0,9.0,51.7777777778,45.375,106.25,93.875,53.3333333333,51.125,1.0,1.5,5.66666666667,6.0,5.22222222222,4.625,10.3333333333,8.875,88.1111111111,95.75,10.0,9.0,46.7647058824,8.88235294118,4.17647058824,97.0,48.7647058824,98.0,52.2941176471,9.64705882353,4.94117647059,91.7058823529,52.0588235294,95.5882352941,57.0555555556,9.94444444444,5.0,89.5,49.2777777778,108.277777778,46.8235294118,7.70588235294,4.11764705882,94.3529411765,51.2941176471,100.764705882
341,341,21,0,1,1,3,1,-1,-3,0.479591836735,0.890008613264,1,0,1,-1,-8,0.360465116279,0.594339622642,52.0,45.375,106.888888889,89.75,55.1,37.625,1.81818181818,1.55555555556,6.5,4.5,5.2,2.75,10.4,7.125,95.6,98.625,12.0,9.0,52.0,45.375,106.888888889,83.0,41.75,42.0,1.33333333333,1.0,5.25,3.875,3.625,2.75,6.5,6.625,94.25,89.75,10.0,9.0,47.3333333333,8.94444444444,4.11111111111,96.9444444444,49.0555555556,98.8235294118,41.875,6.5625,3.1875,92.0,45.6875,87.5,51.8888888889,9.5,4.88888888889,92.1111111111,51.7222222222,96.2777777778,40.1428571429,8.47619047619,4.14285714286,80.3333333333,48.8095238095,84.25
342,342,22,0,1,2,2,1,-1,-3,0.480582524272,1.52594889463,1,1,1,0,7,0.68,0.592783505155,52.0,46.5555555556,106.888888889,91.2222222222,55.1,39.8888888889,1.81818181818,1.6,6.5,4.55555555556,5.2,3.22222222222,10.4,8.33333333333,95.6,98.5555555556,12.0,10.0,52.0,46.5555555556,106.888888889,92.2,48.6,42.5,1.81818181818,2.27272727273,4.6,3.1,5.2,4.8,9.8,8.3,87.3,88.6,11.0,11.0,47.8947368421,9.42105263158,4.26315789474,97.0,49.4210526316,99.0555555556,45.55,9.05,5.0,87.95,50.8,92.95,43.0588235294,7.11764705882,3.47058823529,92.1176470588,45.5882352941,89.0588235294,47.4210526316,8.05263157895,4.31578947368,95.1578947368,51.6315789474,102.736842105
343,343,1,1,1,3,3,3,0,0,0.5,0.333333333333,0,0,1,-3,-3,0.0,1.0,51.8230029489,52.0,104.133146799,74.0,53.9948416127,51.0,1.49731224486,2.0,5.7585156038,2.0,5.60542029843,6.0,10.52197504,13.0,94.5018922414,75.0,0.0,1.0,51.8230029489,52.0,104.133146799,77.0,53.9948416127,32.0,1.49731224486,3.0,5.7585156038,6.0,5.60542029843,5.0,10.52197504,7.0,94.5018922414,64.0,0.0,1.0,51.0,13.0,6.0,75.0,52.0,74.0,32.0,7.0,5.0,64.0,48.0,77.0,44.0,14.0,5.0,66.0,48.0,65.0,34.0,6.0,5.0,75.0,52.0,79.0
344,344,2,0,1,0,0,1,0,0,0.5,1.27407407407,1,1,1,-1,-1,0.6,0.0,58.0,52.0,111.0,74.0,68.0,51.0,1.0,2.0,4.0,2.0,3.0,6.0,8.0,13.0,93.0,75.0,1.0,1.0,58.0,52.0,111.0,87.0,53.9948416127,54.0,1.49731224486,1.5,5.7585156038,4.0,5.60542029843,3.0,10.52197504,6.5,94.5018922414,91.5,0.0,2.0,59.5,10.5,4.5,84.0,55.0,92.5,54.0,6.5,3.0,91.5,47.5,87.0,38.5,5.5,3.0,81.0,45.0,79.0,58.0,13.0,6.0,79.5,60.0,88.0
345,345,3,0,0,0,3,1,-1,-3,0.357142857143,1.17375886525,1,1,2,0,0,0.5,0.6875,58.0,48.5,111.0,94.5,68.0,54.5,1.0,2.0,4.0,3.0,3.0,4.5,8.0,9.5,93.0,85.0,1.0,2.0,58.0,48.5,111.0,103.0,65.0,48.0,1.5,2.0,8.0,1.0,6.5,8.0,12.0,12.0,116.5,75.0,2.0,1.0,59.0,9.0,4.0,87.6666666667,51.6666666667,100.0,59.3333333333,12.0,7.0,102.666666667,63.0,116.666666667,49.0,7.66666666667,4.33333333333,98.3333333333,50.0,96.3333333333,52.6666666667,9.66666666667,5.66666666667,77.3333333333,47.3333333333,107.0
346,346,4,1,0,1,1,1,-1,-3,0.394736842105,0.752587991718,0,1,1,-2,-4,0.285714285714,0.382352941176,58.0,44.6666666667,111.0,109.666666667,68.0,59.6666666667,1.0,1.66666666667,4.0,2.0,3.0,4.33333333333,8.0,9.0,93.0,92.0,1.0,3.0,58.0,44.6666666667,111.0,121.0,68.5,60.0,1.0,1.0,6.0,5.0,5.5,3.0,10.5,6.0,113.0,101.0,2.0,1.0,61.75,8.75,4.0,92.25,48.0,110.0,65.6666666667,9.0,4.66666666667,109.0,46.6666666667,125.666666667,59.25,12.0,6.5,110.25,63.0,118.75,49.5,10.0,5.25,85.0,49.5,90.0
347,347,5,1,1,1,0,1,-1,-2,0.5,1.0657325131,0,1,1,0,0,0.447368421053,0.617647058824,53.0,44.6666666667,123.0,109.666666667,67.0,59.6666666667,1.5,1.66666666667,5.0,2.0,4.5,4.33333333333,8.0,9.0,104.0,92.0,2.0,3.0,53.0,44.6666666667,123.0,112.75,53.9948416127,50.0,1.49731224486,1.75,5.7585156038,3.25,5.60542029843,4.5,10.52197504,8.5,94.5018922414,109.25,0.0,4.0,62.6,8.6,4.4,96.8,48.0,115.0,50.0,8.5,4.5,109.25,46.5,112.75,62.75,8.5,4.75,110.25,48.0,122.75,54.5,9.75,5.75,96.25,53.25,103.5
348,348,6,0,1,1,1,1,-1,-2,0.5,1.43611111111,1,1,1,0,3,0.625,0.636363636364,53.0,44.6666666667,125.333333333,109.666666667,69.0,59.6666666667,1.33333333333,1.66666666667,4.33333333333,2.0,6.0,4.33333333333,9.66666666667,9.0,104.0,92.0,3.0,3.0,53.0,44.6666666667,125.333333333,101.0,55.3333333333,36.5,2.33333333333,1.0,7.0,5.0,6.33333333333,4.0,10.3333333333,8.5,74.6666666667,106.5,3.0,2.0,64.3333333333,9.33333333333,5.16666666667,98.0,48.8333333333,117.5,47.8,9.6,5.4,87.4,46.6,102.25,52.2,8.0,4.0,117.6,46.6,119.8,54.0,8.6,4.6,97.2,50.0,105.0
349,349,7,0,1,2,2,1,-1,-2,0.5,0.853704890028,1,0,1,-1,-3,0.328571428571,0.566666666667,53.0,46.25,125.333333333,114.75,69.0,62.75,1.33333333333,1.5,4.33333333333,3.25,6.0,5.0,9.66666666667,10.75,104.0,97.25,3.0,4.0,53.0,46.25,125.333333333,84.6666666667,70.25,39.0,1.5,3.33333333333,4.75,4.0,6.25,3.33333333333,13.75,6.0,110.25,85.6666666667,4.0,3.0,65.4285714286,10.2857142857,5.42857142857,100.142857143,49.1428571429,119.285714286,56.8571428571,10.4285714286,5.0,99.7142857143,50.2857142857,110.285714286,49.1666666667,10.1666666667,5.66666666667,95.0,47.0,106.8,50.0,8.16666666667,4.0,118.333333333,46.0,117.5
350,350,8,1,1,0,3,1,-1,-5,0.445945945946,1.01821827057,0,1,1,-1,-3,0.40625,0.617647058824,53.0,47.6,125.333333333,107.2,69.0,58.2,1.33333333333,1.6,4.33333333333,2.8,6.0,5.4,9.66666666667,10.8,104.0,91.8,3.0,5.0,53.0,47.6,125.333333333,112.333333333,46.25,59.6666666667,2.5,2.0,8.5,6.0,7.0,3.0,11.0,6.33333333333,84.0,99.3333333333,4.0,3.0,62.25,10.375,5.625,96.375,49.625,114.0,52.0,9.0,5.28571428571,90.5714285714,45.8571428571,97.0,54.125,10.75,5.25,96.125,49.875,106.125,49.0,7.0,4.0,94.5,49.125,96.5
351,351,8,1,1,0,3,1,-1,-5,0.445945945946,1.20867473013,0,1,1,0,2,0.530303030303,0.222222222222,53.0,47.6,125.333333333,107.2,69.0,58.2,1.33333333333,1.6,4.33333333333,2.8,6.0,5.4,9.66666666667,10.8,104.0,91.8,3.0,5.0,53.0,47.6,125.333333333,101.666666667,55.5,40.3333333333,2.0,1.66666666667,7.25,5.33333333333,6.5,3.66666666667,11.0,8.66666666667,89.25,106.333333333,4.0,3.0,62.25,10.375,5.625,96.375,49.625,114.0,49.0,10.0,5.28571428571,96.5714285714,46.8571428571,106.166666667,54.125,10.75,5.25,96.125,49.875,106.125,68.25,10.25,5.375,104.25,51.125,121.5
352,352,10,0,1,2,2,1,-1,-5,0.457446808511,1.54705307717,1,1,2,1,10,0.689189189189,0.5,53.0,47.6,120.2,107.2,67.2,58.2,1.4,1.6,5.2,2.8,5.4,5.4,10.2,10.8,96.8,91.8,5.0,5.0,53.0,47.6,120.2,90.5,50.75,46.75,1.75,2.5,5.5,3.0,5.75,2.5,9.5,7.25,77.75,89.75,4.0,4.0,62.7,10.5,5.4,94.3,50.3,113.7,48.75,8.375,4.125,83.75,52.375,92.625,48.375,10.0,5.0,96.75,46.75,104.571428571,56.8,9.0,3.6,102.6,51.7,115.4
353,353,11,1,0,2,4,1,-1,-7,0.421568627451,0.941299790356,0,1,1,-1,-1,0.388888888889,0.36,53.0,48.3333333333,120.2,106.333333333,67.2,56.6666666667,1.4,1.5,5.2,3.16666666667,5.4,6.0,10.2,11.1666666667,96.8,92.0,5.0,6.0,53.0,48.3333333333,120.2,98.5,46.8,45.5,1.25,2.0,6.8,2.0,3.4,1.5,6.4,6.5,96.8,103.0,5.0,2.0,61.4545454545,10.7272727273,5.72727272727,94.1818181818,50.4545454545,112.636363636,46.4285714286,6.42857142857,2.85714285714,98.5714285714,45.7142857143,96.1428571429,47.8888888889,9.22222222222,5.0,86.3333333333,51.8888888889,93.8888888889,55.2,10.0,4.7,101.1,49.6,111.1
354,354,12,1,1,2,0,1,-1,-5,0.463636363636,1.42561331275,0,1,1,0,0,0.637931034483,0.411111111111,52.3333333333,48.3333333333,117.333333333,106.333333333,66.5,56.6666666667,1.66666666667,1.5,5.0,3.16666666667,5.5,6.0,10.6666666667,11.1666666667,91.6666666667,92.0,6.0,6.0,52.3333333333,48.3333333333,117.333333333,93.8333333333,55.0,51.3333333333,2.0,2.16666666667,5.57142857143,5.0,6.42857142857,4.5,12.7142857143,8.83333333333,91.5714285714,89.8333333333,7.0,6.0,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0,45.4444444444,6.44444444444,2.66666666667,96.0,46.3333333333,91.7777777778,52.2,9.6,5.2,91.0,52.1,97.1
355,355,13,1,1,2,4,1,-1,-7,0.418032786885,0.912923635908,0,1,0,-1,-3,0.362745098039,0.737288135593,52.3333333333,48.3333333333,117.333333333,106.333333333,66.5,56.6666666667,1.42857142857,1.5,5.0,3.16666666667,5.5,6.0,10.6666666667,11.1666666667,91.6666666667,92.0,7.0,6.0,52.3333333333,48.3333333333,117.333333333,97.0,52.1666666667,52.25,1.42857142857,2.0,6.5,5.75,5.5,4.75,10.5,8.25,89.1666666667,93.75,7.0,4.0,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333,52.2,9.6,5.2,91.0,52.1,97.1,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0,45.5,9.16666666667,5.58333333333,88.8333333333,50.5,92.8333333333
356,356,14,0,1,2,1,1,-1,-6,0.453846153846,1.18403198799,1,1,1,-1,-2,0.514492753623,0.354838709677,52.3333333333,48.3333333333,117.333333333,106.333333333,66.5,56.6666666667,1.25,1.5,5.0,3.16666666667,5.5,6.0,10.6666666667,11.1666666667,91.6666666667,92.0,8.0,6.0,52.3333333333,48.3333333333,117.333333333,91.5,49.4285714286,43.5,1.375,1.71428571429,5.57142857143,2.16666666667,6.85714285714,5.0,11.2857142857,8.5,93.0,92.1666666667,8.0,7.0,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333,46.6923076923,10.0,6.0,92.6153846154,48.8461538462,93.2307692308,51.6363636364,9.63636363636,5.45454545455,91.9090909091,52.1818181818,96.1818181818,46.8333333333,9.41666666667,4.66666666667,88.75,49.3333333333,90.75
357,357,15,0,1,2,1,1,-1,-5,0.5,0.980949667616,1,1,0,-1,-2,0.406666666667,0.365671641791,52.3333333333,47.0,117.333333333,102.857142857,66.5,53.2857142857,1.25,1.57142857143,5.0,3.28571428571,5.5,5.85714285714,10.6666666667,10.5714285714,91.6666666667,90.8571428571,8.0,7.0,52.3333333333,47.0,117.333333333,98.8,60.375,43.6,1.875,2.14285714286,4.0,3.4,5.125,3.6,12.0,6.6,99.375,99.6,8.0,7.0,59.3846153846,10.6153846154,5.69230769231,91.2307692308,49.4615384615,109.538461538,53.9230769231,9.92307692308,4.53846153846,99.4615384615,48.6153846154,109.230769231,47.7142857143,10.2142857143,5.85714285714,91.9285714286,49.7142857143,93.8571428571,46.6153846154,9.61538461538,4.69230769231,88.0769230769,49.6153846154,91.6923076923
358,358,16,0,1,0,2,1,-1,-7,0.473333333333,1.24881376038,1,1,1,0,2,0.541666666667,0.431818181818,52.3333333333,47.25,117.333333333,105.875,66.5,54.5,1.25,1.375,5.0,3.375,5.5,5.625,10.6666666667,10.0,91.6666666667,91.625,8.0,8.0,52.3333333333,47.25,117.333333333,101.0,51.1666666667,42.5714285714,1.42857142857,1.85714285714,5.5,3.57142857143,6.33333333333,5.42857142857,10.6666666667,8.85714285714,104.666666667,94.4285714286,7.0,8.0,59.6428571429,10.2857142857,5.57142857143,91.6428571429,49.4285714286,110.785714286,46.5384615385,9.69230769231,5.84615384615,99.1538461538,49.3846153846,105.384615385,53.0,9.85714285714,4.57142857143,100.571428571,48.7857142857,108.428571429,53.25,9.6875,4.1875,99.625,50.375,111.625
359,359,17,1,1,2,3,1,-1,-8,0.449367088608,1.26713783892,0,1,1,-1,-2,0.554347826087,0.4375,52.3333333333,47.3333333333,117.333333333,106.666666667,66.5,56.1111111111,1.25,1.44444444444,5.0,3.77777777778,5.5,5.44444444444,10.6666666667,9.88888888889,91.6666666667,91.8888888889,8.0,9.0,52.3333333333,47.3333333333,117.333333333,94.3333333333,56.5555555556,45.3333333333,1.90909090909,2.28571428571,5.55555555556,4.0,6.11111111111,4.83333333333,12.3333333333,9.5,106.777777778,92.0,11.0,7.0,60.2666666667,10.2,5.46666666667,91.8,49.3333333333,110.933333333,52.0666666667,11.2,5.6,100.866666667,56.4666666667,103.733333333,46.9285714286,9.42857142857,5.78571428571,100.571428571,49.5714285714,106.928571429,64.6,9.46666666667,5.26666666667,101.6,50.0666666667,119.2
360,360,18,0,1,0,1,1,-1,-9,0.417647058824,1.3861451026,1,1,1,0,1,0.60843373494,0.561728395062,52.7142857143,47.3333333333,115.714285714,106.666666667,63.7142857143,56.1111111111,1.22222222222,1.44444444444,5.85714285714,3.77777777778,5.14285714286,5.44444444444,10.7142857143,9.88888888889,89.8571428571,91.8888888889,9.0,9.0,52.7142857143,47.3333333333,115.714285714,76.5714285714,44.75,32.875,1.5,1.7,4.75,3.625,4.625,3.5,9.5,6.625,84.0,75.75,8.0,10.0,59.4375,10.25,5.3125,91.0,49.6875,110.625,38.8125,8.0625,4.0625,79.875,49.0625,85.0,49.7058823529,10.7647058824,5.47058823529,101.470588235,54.5294117647,101.529411765,45.9333333333,9.4,5.66666666667,99.2,49.8,105.0
361,361,19,0,1,0,0,1,-1,-9,0.422222222222,1.14299510688,1,1,1,-1,-3,0.488636363636,0.510101010101,52.7142857143,47.4,115.714285714,104.6,63.7142857143,55.0,1.22222222222,1.6,5.85714285714,4.0,5.14285714286,5.1,10.7142857143,9.7,89.8571428571,90.1,9.0,10.0,52.7142857143,47.4,115.714285714,89.75,56.375,37.625,1.77777777778,1.55555555556,7.0,4.5,5.5,2.75,10.375,7.125,96.0,98.625,10.0,9.0,58.5882352941,10.1176470588,5.11764705882,90.0,49.5882352941,109.176470588,47.0,8.75,4.125,97.3125,48.3125,98.0666666667,39.4444444444,8.33333333333,4.0,79.2777777778,49.1666666667,84.9411764706,47.5789473684,9.89473684211,5.57894736842,89.8421052632,49.2105263158,93.9473684211
362,362,20,0,1,1,3,1,-1,-11,0.404255319149,1.16703056769,1,1,1,0,1,0.5,0.396551724138,52.7142857143,47.0909090909,115.714285714,103.545454545,63.7142857143,52.8181818182,1.22222222222,1.54545454545,5.85714285714,3.81818181818,5.14285714286,4.90909090909,10.7142857143,9.45454545455,89.8571428571,89.2727272727,9.0,11.0,52.7142857143,47.0909090909,115.714285714,107.818181818,56.4,51.6363636364,1.14285714286,1.41666666667,6.0,4.36363636364,5.4,4.36363636364,11.0,8.54545454545,90.8,105.363636364,7.0,12.0,57.0555555556,9.94444444444,5.0,89.5,49.2777777778,108.277777778,53.125,9.3125,4.6875,100.8125,48.8125,106.125,46.7647058824,8.88235294118,4.17647058824,97.0,48.7647058824,98.0,52.7647058824,8.94117647059,4.41176470588,90.1764705882,52.8823529412,94.2352941176
363,363,21,1,0,1,4,1,-1,-14,0.387755102041,1.14378712805,0,1,1,0,2,0.489690721649,0.449494949495,52.7142857143,47.0,115.714285714,100.416666667,63.7142857143,51.5833333333,1.22222222222,1.5,5.85714285714,3.83333333333,5.14285714286,4.75,10.7142857143,9.16666666667,89.8571428571,87.9166666667,9.0,12.0,52.7142857143,47.0,115.714285714,97.875,47.5,52.25,1.36363636364,1.4,6.3,5.0,5.6,3.75,10.5,7.875,91.9,94.875,11.0,10.0,56.0526315789,9.73684210526,4.89473684211,88.6315789474,49.1052631579,106.052631579,49.6111111111,9.33333333333,4.77777777778,93.2222222222,49.1666666667,101.388888889,52.4444444444,9.27777777778,4.66666666667,98.8333333333,49.7222222222,102.833333333,50.1111111111,9.72222222222,4.27777777778,96.5555555556,48.7222222222,103.055555556
364,364,22,1,0,0,4,1,-1,-18,0.365384615385,0.9780999911,0,0,1,-1,-7,0.402173913043,0.590163934426,52.25,47.0,112.75,100.416666667,62.5,51.5833333333,1.3,1.5,6.25,3.83333333333,5.25,4.75,11.0,9.16666666667,90.0,87.9166666667,10.0,12.0,52.25,47.0,112.75,91.875,53.6,51.125,1.0,1.0,7.2,4.5,4.4,4.5,9.5,8.625,93.7,85.625,11.0,9.0,55.95,9.9,4.95,88.75,49.1,105.35,52.5,9.11111111111,4.44444444444,90.1111111111,53.1666666667,94.9444444444,49.5263157895,9.52631578947,4.89473684211,93.2631578947,49.2631578947,100.894736842,47.380952381,10.619047619,5.61904761905,98.2380952381,53.2857142857,97.0952380952
365,365,1,0,0,0,1,0,-1,-1,0.0,1.16666666667,1,1,2,0,0,0.5,0.5,45.0,48.3340375525,97.0,97.6178600524,48.0,48.0915362479,0.0,1.83671114964,7.0,4.16590153142,3.0,4.1918022718,7.0,8.13783220611,97.0,92.8793183381,1.0,0.0,45.0,48.3340375525,97.0,97.6178600524,53.9948416127,34.0,1.49731224486,2.0,5.7585156038,2.0,5.60542029843,4.0,10.52197504,8.0,94.5018922414,50.0,0.0,1.0,48.0,7.0,3.0,97.0,45.0,97.0,34.0,8.0,4.0,50.0,50.0,100.816891498,73.0,6.0,4.0,110.0,55.0,143.0,49.0,14.0,7.0,45.0,50.0,100.8436597
366,366,2,1,0,1,2,0,-1,-2,0.0,0.333333333333,0,0,1,-1,-2,0.0,1.0,45.0,45.0,97.0,72.0,48.0,39.0,0.0,4.0,7.0,8.0,3.0,2.0,7.0,3.0,97.0,82.0,1.0,1.0,45.0,45.0,97.0,75.0,64.0,36.0,2.0,2.0,10.0,0.0,9.0,4.0,14.0,9.0,81.0,83.0,1.0,1.0,43.5,5.0,2.5,89.5,45.0,84.5,50.0,11.5,6.5,82.0,49.5,83.0,35.5,6.5,3.5,60.0,52.5,81.0,65.0,9.0,4.5,113.0,56.5,136.5
367,367,3,1,0,1,2,0,-1,-3,0.0,1.60805860806,0,2,2,0,2,0.714285714286,0.777777777778,50.0,45.0,98.5,72.0,55.5,39.0,1.5,4.0,7.5,8.0,4.0,2.0,10.5,3.0,89.0,82.0,2.0,1.0,50.0,45.0,98.5,111.0,45.0,45.5,1.0,1.0,3.0,2.0,7.0,4.5,10.0,8.0,119.0,109.0,1.0,2.0,50.0,8.0,3.33333333333,86.6666666667,48.3333333333,89.6666666667,45.3333333333,8.66666666667,5.33333333333,112.333333333,48.6666666667,113.666666667,43.0,10.25,6.5,85.5,48.5,87.25,57.0,11.0,6.5,92.75,49.5,107.25
368,368,4,0,0,1,0,0,-1,-2,0.2,0.93137254902,1,1,2,0,3,0.382352941176,0.5,52.3333333333,45.0,104.0,72.0,53.3333333333,39.0,1.33333333333,4.0,6.0,8.0,3.66666666667,2.0,9.66666666667,3.0,93.0,82.0,3.0,1.0,52.3333333333,45.0,104.0,102.0,44.0,55.0,2.0,0.5,3.0,6.0,5.0,5.5,10.0,10.0,79.0,91.0,2.0,2.0,49.75,8.0,3.25,90.25,50.5,96.0,49.5,10.0,5.25,85.0,49.5,90.0,44.25,8.5,5.25,109.25,47.25,111.75,41.0,9.0,5.6,87.2,47.0,86.8
