,match_id,team_id,team_name,opp_id,opp_name,scheduled,round,games_played,is_home,current_formation,current_record,opp_record,goals_for,opp_goals_for,goals_against,opp_goals_against,rpi,goals,points,current_team_possession,current_team_yellow_cards,current_team_goal_attempts,current_team_dangerous_attacks,current_team_sec_half_goals,current_team_saves,current_team_corner_kicks,current_team_ball_safe,current_team_first_half_goals,current_team_shots_on_target,current_team_attacks,current_team_goal_attempts_allowed,current_team_goal_kicks,current_team_shots_total,opp_team_possession,opp_team_yellow_cards,opp_team_goal_attempts,opp_team_dangerous_attacks,opp_team_sec_half_goals,opp_team_saves,opp_team_corner_kicks,opp_team_ball_safe,opp_team_first_half_goals,opp_team_shots_on_target,opp_team_attacks,opp_team_goal_attempts_allowed,opp_team_goal_kicks,opp_team_shots_total,offensive_ranking,opp_defensive_ranking,rpi_ranking,opp_rpi_ranking
42,38.0,63,Hertha BSC,69.0,Eintracht Frankfurt,2016-09-24 13:30:00,5,3.0,0,4-2-3-1,0.714285714286,0.714285714286,4,4,3,2,0.390780730897,0,0,119.0,2.0,17.0,105.0,3,11.0,7.0,269.0,1,10.0,282.0,26.0,21.0,17.0,160.0,6.0,34.0,123.0,3,6.0,9.0,290.0,1,19.0,283.0,20.0,28.0,34.0,0.0,0.33333,0.0,0.66666
43,37.0,64,SC Freiburg,67.0,Borussia Dortmund,2016-09-23 18:30:00,5,3.0,0,4-1-3-2,0.666666666667,0.714285714286,4,11,4,2,0.657196969697,0,0,152.0,4.0,24.0,137.0,4,1.0,16.0,265.0,0,14.0,301.0,17.0,23.0,24.0,175.0,2.0,35.0,168.0,8,9.0,22.0,275.0,3,23.0,330.0,22.0,20.0,35.0,0.33333,0.33333,1.0,1.0
44,41.0,65,Hamburger SV,76.0,Bayern Munich,2016-09-24 13:30:00,5,3.0,1,4-2-3-1,0.0,1.0,1,8,8,1,0.517276422764,0,0,153.0,6.0,16.0,126.0,1,6.0,9.0,274.0,0,4.0,283.0,25.0,28.0,16.0,192.0,6.0,32.0,186.0,6,9.0,18.0,373.0,2,14.0,424.0,19.0,15.0,32.0,0.0,0.66666,0.33333,0.33333
45,42.0,66,Monchengladbach,72.0,FC Ingolstadt,2016-09-24 13:30:00,5,3.0,1,3-4-3,0.5,0.0,6,1,5,7,0.281914893617,0,0,164.0,4.0,15.0,143.0,1,11.0,16.0,290.0,5,9.0,337.0,22.0,12.0,15.0,145.0,5.0,25.0,148.0,0,10.0,17.0,227.0,1,13.0,287.0,24.0,15.0,25.0,0.33333,0.0,0.0,0.66666
46,37.0,67,Borussia Dortmund,64.0,SC Freiburg,2016-09-23 18:30:00,5,3.0,1,4-1-4-1,0.714285714286,0.666666666667,11,4,2,4,0.588455149502,0,0,175.0,2.0,35.0,168.0,8,9.0,22.0,275.0,3,23.0,330.0,22.0,20.0,35.0,152.0,4.0,24.0,137.0,4,1.0,16.0,265.0,0,14.0,301.0,17.0,23.0,24.0,1.0,1.0,1.0,1.0
47,39.0,68,FC Augsburg,77.0,SV Darmstadt 98,2016-09-24 13:30:00,5,3.0,1,4-2-3-1,0.5,0.5,3,2,4,7,0.634803921569,0,0,135.0,6.0,25.0,113.0,3,10.0,9.0,273.0,0,11.0,282.0,29.0,32.0,25.0,103.0,7.0,19.0,94.0,2,16.0,5.0,235.0,0,4.0,202.0,40.0,35.0,19.0,0.33333,0.33333,1.0,1.0
48,38.0,69,Eintracht Frankfurt,63.0,Hertha BSC,2016-09-24 13:30:00,5,3.0,1,4-2-3-1,0.714285714286,0.714285714286,4,4,2,3,0.531349206349,0,0,160.0,6.0,34.0,123.0,3,6.0,9.0,290.0,1,19.0,283.0,20.0,28.0,34.0,119.0,2.0,17.0,105.0,3,11.0,7.0,269.0,1,10.0,282.0,26.0,21.0,17.0,1.0,1.0,0.66666,0.0
49,43.0,70,Werder Bremen,75.0,VfL Wolfsburg,2016-09-24 16:30:00,5,3.0,1,4-2-3-1,0.0,0.3125,3,1,8,5,0.369186046512,0,0,136.0,7.0,21.0,129.0,1,10.0,7.0,255.0,2,12.0,253.0,34.0,28.0,21.0,157.0,5.0,39.0,153.0,1,16.0,21.0,267.0,0,20.0,306.0,33.0,25.0,39.0,0.33333,0.0,0.0,0.33333
50,40.0,71,Bayer Leverkusen,73.0,1 FSV Mainz 05,2016-09-24 13:30:00,5,3.0,0,4-4-2,0.5,0.852941176471,4,9,3,6,0.559523809524,0,0,177.0,2.0,30.0,173.0,4,8.0,13.0,279.0,0,15.0,320.0,21.0,21.0,30.0,142.0,5.0,35.0,152.0,4,9.0,29.0,257.0,5,20.0,247.0,30.0,25.0,35.0,0.66666,0.0,0.66666,0.66666
51,42.0,72,FC Ingolstadt,66.0,Monchengladbach,2016-09-24 13:30:00,5,3.0,0,4-2-3-1,0.0,0.5,1,6,7,5,0.554347826087,0,0,145.0,5.0,25.0,148.0,0,10.0,17.0,227.0,1,13.0,287.0,24.0,15.0,25.0,164.0,4.0,15.0,143.0,1,11.0,16.0,290.0,5,9.0,337.0,22.0,12.0,15.0,0.0,1.0,0.66666,0.0
52,40.0,73,1 FSV Mainz 05,71.0,Bayer Leverkusen,2016-09-24 13:30:00,5,3.0,1,4-2-3-1,0.852941176471,0.5,9,4,6,3,0.5773657289,0,0,142.0,5.0,35.0,152.0,4,9.0,29.0,257.0,5,20.0,247.0,30.0,25.0,35.0,177.0,2.0,30.0,173.0,4,8.0,13.0,279.0,0,15.0,320.0,21.0,21.0,30.0,1.0,0.33333,0.66666,0.66666
53,45.0,74,RB Leipzig,78.0,1 FC Cologne,2016-09-25 15:30:00,5,3.0,0,4-4-2,0.833333333333,0.833333333333,6,6,1,1,0.377083333333,0,0,139.0,4.0,26.0,135.0,5,2.0,13.0,279.0,1,16.0,294.0,13.0,21.0,26.0,122.0,5.0,28.0,117.0,2,16.0,12.0,257.0,4,18.0,276.0,32.0,25.0,28.0,0.66666,1.0,0.0,1.0
